Lat,Long,Type,Count,State
42.6698340832776,23.2375157323056,110,1,ДОБРО,
42.680208156598,23.241315061014,110,4,ДОБРО,
42.6805583501598,23.266527510382,240,1,ДОБРО,
42.6763034498955,23.239273210734,110,1,ДОБРО,
42.6733733965767,23.2696620608386,240,1,ДОБРО,
42.6737112342392,23.2385054288189,1100,1,ДОБРО,
42.6942716925586,23.2228405304956,110,1,ДОБРО,
42.6697717788034,23.2365210555037,240,1,ДОБРО,
42.6954591770237,23.2192928999285,110,2,ДОБРО,
42.6889274456767,23.2641454376082,110,1,ДОБРО,
42.6701635823865,23.2360866929782,240,1,ДОБРО,
42.6944524945108,23.2224493262007,110,1,ДОБРО,
42.6780730093807,23.2333785972256,110,2,ДОБРО,
42.6733384801022,23.2628860017945,1100,3,ДОБРО,
42.6716688999993,23.2336985988482,240,1,ДОБРО,
42.695536410449,23.2195108851555,240,1,ДОБРО,
42.6889406297503,23.2637077204188,240,1,ДОБРО,
42.6764556939122,23.238995236557,110,1,ДОБРО,
42.6801750412883,23.2415063990705,240,1,ДОБРО,
42.6781972879956,23.2630214976832,1100,1,ДОБРО,
42.675639604012,23.2553499479885,110,2,ДОБРО,
42.6811588849012,23.233427938607,240,1,ДОБРО,
42.6694568368184,23.2374207250277,110,1,ДОБРО,
42.6700944441388,23.2218349239094,110,1,ДОБРО,
42.6789824727431,23.2385825605041,240,1,ДОБРО,
42.6967193254764,23.2222816028263,240,1,ДОБРО,
42.6824737764287,23.2670496118745,240,1,ДОБРО,
42.6937919582454,23.2247014621833,110,1,ДОБРО,
42.6732855486647,23.2695560527166,1100,1,ДОБРО,
42.6941743992936,23.2229990710916,110,1,ДОБРО,
42.6697123192575,23.2366047669007,110,1,ДОБРО,
42.6710200105819,23.2291798040442,110,1,ДОБРО,
42.6859535910685,23.2447195368098,1100,1,ДОБРО,
42.6886674143626,23.2649608477984,1100,1,ДОБРО,
42.6699383489621,23.2366301754648,240,1,ДОБРО,
42.6944466568636,23.2225508191604,110,1,ДОБРО,
42.6955065855198,23.2194791817239,110,1,ДОБРО,
42.6889186450293,23.2639482935492,110,1,ДОБРО,
42.6790012413806,23.2549435836304,1100,1,ДОБРО,
42.668551201924,23.2596314259872,240,1,ДОБРО,
42.6982647004271,23.2208559725967,240,1,ДОБРО,
42.6788342899738,23.2454837794585,110,1,ДОБРО,
42.6799453154597,23.2356829076294,110,2,ДОБРО,
42.6755769671672,23.2227044761148,240,2,ДОБРО,
42.6956527144439,23.221279329173,110,1,ЗА ОБСУЖВАНЕ,
42.688772990772,23.265101374644,1100,1,ДОБРО,
42.6983598279604,23.2269270033867,110,1,ЗА ОБСУЖВАНЕ,
42.6824620859239,23.2320915657626,110,3,ДОБРО,
42.6699731319093,23.2354042559947,110,2,ДОБРО,
42.688458885033,23.2665222325816,1100,3,ДОБРО,
42.6702424530875,23.2359292041233,110,1,ДОБРО,
42.695270146888,23.2212486699953,110 – СГУРИЯ,1,ДОБРО,
42.684369168588,23.1635034552815,240,1,ДОБРО,
42.6779191648641,23.2334590168622,1100,1,ДОБРО,
42.677261537647,23.2344520540377,240,2,ДОБРО,
42.6971368525432,23.2210639304904,110,2,ДОБРО,
42.6706066959089,23.2287430825814,110,1,ДОБРО,
42.6876033401173,23.265836610931,1100,1,ДОБРО,
42.6739425620572,23.2635354186676,1100,3,ДОБРО,
42.6717337711002,23.2344942413111,110,1,ДОБРО,
42.6958950269648,23.2197522984171,110,2,ДОБРО,
42.6857246832958,23.2447964790798,1100,2,ДОБРО,
42.6878649839379,23.2671433904293,1100,1,ДОБРО,
42.6701702908123,23.2360274979098,240,1,ДОБРО,
42.6946818613686,23.2220821314075,240,1,ДОБРО,
42.670154753029,23.2359351175368,110,1,ДОБРО,
42.695351338161,23.2212683485742,110,1,ДОБРО,
42.6723358921273,23.2512940267796,110,2,ДОБРО,
42.679613454383,23.2387020615395,110,2,ДОБРО,
42.696342296272,23.2203908257026,110,1,ДОБРО,
42.6876429437986,23.2684382304578,1100,1,ДОБРО,
42.6790640791941,23.2649570711258,1100,2,ДОБРО,
42.6719643391813,23.2524251202613,1100,1,ДОБРО,
42.6794249517614,23.2435204899729,110,1,ДОБРО,
42.6738301002442,23.2694550791902,1100,1,ДОБРО,
42.6799168365855,23.229907748386,240,1,ДОБРО,
42.6775376578091,23.2400016083833,240,1,ДОБРО,
42.6695483562788,23.236592268229,240,1,ДОБРО,
42.6788392282941,23.2347960991545,110,1,ДОБРО,
42.6843957509582,23.2465652851988,1100,2,ДОБРО,
42.6781337837431,23.2630451406308,240,1,ДОБРО,
42.6732339458317,23.2682104615341,240,1,ДОБРО,
42.6800704560004,23.2418431383446,110,3,ДОБРО,
42.6795556363679,23.2665296437855,240,1,ДОБРО,
42.6728090922647,23.2392226888662,240,1,ДОБРО,
42.6757910491937,23.2389589058486,1100,1,ДОБРО,
42.6671352093802,23.2594387378528,1100,2,ДОБРО,
42.679225226592,23.2654049040518,240,1,ДОБРО,
42.6759829668272,23.2256265906095,110,1,ДОБРО,
42.6696250997846,23.2257944312661,110,1,ДОБРО,
42.680417491236,23.2340517240577,110,1,ЗА ОБСУЖВАНЕ,
42.6878522845696,23.2315898659053,1100,1,ДОБРО,
42.6710346498913,23.2312841214794,1100,1,ДОБРО,
42.6723087584442,23.2513192331992,1100,1,ДОБРО,
42.6722079143641,23.2692266506518,1100,1,ДОБРО,
42.6703649826548,23.2215674354997,110,1,ДОБРО,
42.6829737169711,23.1613372386542,240,1,ДОБРО,
42.6967431418557,23.2230095776564,240,1,ДОБРО,
42.6825934264544,23.2665794504645,240,1,ДОБРО,
42.6816033936431,23.2427975164826,110,1,ДОБРО,
42.6939131605877,23.2262198225706,110,1,ДОБРО,
42.6729832991956,23.2691401649278,110,1,ДОБРО,
42.6739952752219,23.2384769298247,110,2,ДОБРО,
42.6764939181547,23.2387945518995,1100,1,ДОБРО,
42.6802031306185,23.2418378220486,240,1,ДОБРО,
42.6799049047853,23.2664717351846,240,1,ДОБРО,
42.6812364824043,23.2431031419448,110,1,ДОБРО,
42.6937754350265,23.2260318855637,240,1,ДОБРО,
42.6730700835535,23.2691517160909,240,1,ДОБРО,
42.6739973212524,23.2386002180494,110,2,ДОБРО,
42.6753676050731,23.2391614965363,110,1,ДОБРО,
